name,location,price,area,bhk,price_cr,area_sqft,bhk_count,price_per_sqft
"Kalkaji Extension, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji Extension, Delhi",₹4.99 Cr,"1,800 sqft",3 BHK,4.99,1800.0,3.0,27722.0
"Kalkaji Extension, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji Extension, Delhi",₹5.15 Cr,"1,800 sqft",3 BHK,5.15,1800.0,3.0,28611.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.25 Cr,"1,872 sqft",3 BHK,6.25,1872.0,3.0,33387.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.21 Cr,"1,872 sqft",3 BHK,5.21,1872.0,3.0,27831.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.31 Cr,"2,700 sqft",4 BHK,6.31,2700.0,4.0,23370.0
"Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 2, Delhi",₹6.45 Cr,"2,250 sqft",3 BHK,6.45,2250.0,3.0,28667.0
"Sultanpur, Delhi, South Delhi","4 BHK Builder Floor in Sultanpur, Delhi",₹1.1 Cr,"1,485 sqft",4 BHK,1.1,1485.0,4.0,7407.0
"Arjun Garh, Delhi, South Delhi","1 BHK Builder Floor in Arjun Garh, Delhi",₹23 Lac,500 sqft,1 BHK,0.23,500.0,1.0,4600.0
"Govindpuri Extension, Delhi, South Delhi","3 BHK Builder Floor in Govindpuri Extension, Delhi",₹90 Lac,900 sqft,3 BHK,0.9,900.0,3.0,10000.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹1 Cr,"13,770 sqft",3 BHK,1.0,13770.0,3.0,726.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.25 Cr,"1,600 sqft",3 BHK,5.25,1600.0,3.0,32812.0
RWA Apartment,"3 BHK Builder Floor in Navjeevan Vihar, Delhi",₹8.2 Cr,"2,440 sqft",3 BHK,8.2,2440.0,3.0,33607.0
250yds plot size Ground Floor,"3 BHK Builder Floor in South Extension 1, Delhi",₹4.75 Cr,"2,250 sqft",3 BHK,4.75,2250.0,3.0,21111.0
"Chattarpur, Delhi, South Delhi","5 Bedroom Farm house in Chattarpur, Delhi",₹8.5 Cr,"10,800 sqft",5 BHK,8.5,10800.0,5.0,7870.0
"CR Park, Delhi, South Delhi","3 BHK Builder Floor in CR Park, Delhi",₹3.4 Cr,"1,125 sqft",3 BHK,3.4,1125.0,3.0,30222.0
D1 Vasant Kunj,"4 BHK Flat in Sector D Vasant Kunj, Delhi",₹6 Cr,"2,000 sqft",4 BHK,6.0,2000.0,4.0,30000.0
"Mandi, Delhi, South Delhi","3 BHK Builder Floor in Mandi, Delhi",₹69.25 Lac,"1,215 sqft",3 BHK,0.6925,1215.0,3.0,5700.0
"Mandi, Delhi, South Delhi","3 BHK Builder Floor in Mandi, Delhi",₹76 Lac,"1,150 sqft",3 BHK,0.76,1150.0,3.0,6609.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹80 Lac,"1,100 sqft",3 BHK,0.8,1100.0,3.0,7273.0
"Block M Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Block M Greater Kailash 2, Delhi",₹5.45 Cr,"2,250 sqft",3 BHK,5.45,2250.0,3.0,24222.0
Safdarjung Enclave RWA,"4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7.5 Cr,"3,600 sqft",4 BHK,7.5,3600.0,4.0,20833.0
BRAND NEW GROUND FLOOR,"3 BHK Builder Floor in Kalkaji, Delhi",₹4.75 Cr,"1,800 sqft",3 BHK,4.75,1800.0,3.0,26389.0
DDA Kaveri Apartments 3.7,"1 BHK Flat in Sector D Vasant Kunj, Delhi",₹1.5 Cr,586 sqft,1 BHK,1.5,586.0,1.0,25597.0
Hargobind Enclave 4.0,"3 BHK Flat in Chattarpur, Delhi",₹85 Lac,"1,125 sqft",3 BHK,0.85,1125.0,3.0,7556.0
Hargobind Enclave 4.0,"3 BHK Flat in Chattarpur, Delhi",₹90 Lac,"1,220 sqft",3 BHK,0.9,1220.0,3.0,7377.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹6.7 Cr,"1,800 sqft",3 BHK,6.7,1800.0,3.0,37222.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹7.3 Cr,"1,800 sqft",3 BHK,7.3,1800.0,3.0,40556.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹9.65 Cr,"2,799 sqft",4 BHK,9.65,2799.0,4.0,34477.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹11.7 Cr,"2,799 sqft",4 BHK,11.7,2799.0,4.0,41801.0
"Green Park Extension, Delhi, South Delhi","3 BHK Builder Floor in Green Park Extension, Delhi",₹7.8 Cr,"1,800 sqft",3 BHK,7.8,1800.0,3.0,43333.0
"Green Park Extension, Delhi, South Delhi","3 BHK Builder Floor in Green Park Extension, Delhi",₹6.3 Cr,"1,800 sqft",3 BHK,6.3,1800.0,3.0,35000.0
"Green Park Extension, Delhi, South Delhi","3 BHK Builder Floor in Green Park Extension, Delhi",₹6.35 Cr,"1,800 sqft",3 BHK,6.35,1800.0,3.0,35278.0
"Green Park Extension, Delhi, South Delhi","3 BHK Builder Floor in Green Park Extension, Delhi",₹8.7 Cr,"1,800 sqft",3 BHK,8.7,1800.0,3.0,48333.0
"second floor, brand new.","3 BHK Builder Floor in Block A Defence Colony, Delhi",₹8.5 Cr,"1,953 sqft",3 BHK,8.5,1953.0,3.0,43523.0
Golden Aarc Super Luxury Floors SDA,"4 BHK Builder Floor in SDA, Delhi",₹15.5 Cr,"3,150 sqft",4 BHK,15.5,3150.0,4.0,49206.0
500 YDS IIIrd Floor,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹19 Cr,"4,500 sqft",4 BHK,19.0,4500.0,4.0,42222.0
Ist Floor New Builder Floor,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹17.45 Cr,"7,200 sqft",4 BHK,17.45,7200.0,4.0,24236.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹11.15 Cr,"3,600 sqft",4 BHK,11.15,3600.0,4.0,30972.0
Third Floor w/ Terrace,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹14 Cr,"3,600 sqft",4 BHK,14.0,3600.0,4.0,38889.0
Corner Inventory,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹14.1 Cr,"3,600 sqft",4 BHK,14.1,3600.0,4.0,39167.0
"Vasant Vihar, Delhi, South Delhi","3 BHK Builder Floor in Vasant Vihar, Delhi",₹10 Cr,"2,700 sqft",3 BHK,10.0,2700.0,3.0,37037.0
"Panchsheel Enclave, Delhi, South Delhi","4 BHK Builder Floor in Panchsheel Enclave, Delhi",₹9 Cr,"2,340 sqft",4 BHK,9.0,2340.0,4.0,38462.0
"Anand Niketan, Delhi, South Delhi","4 BHK Builder Floor in Anand Niketan, Delhi",₹9.99 Cr,"2,430 sqft",4 BHK,9.99,2430.0,4.0,41111.0
"Chattarpur, Delhi, South Delhi","5 Bedroom Farm house in Chattarpur, Delhi",₹18 Cr,"11,000 sqft",5 BHK,18.0,11000.0,5.0,16364.0
Hargobind Enclave 4.0,"4 BHK Builder Floor in Chattarpur, Delhi",₹1.15 Cr,"1,700 sqft",4 BHK,1.15,1700.0,4.0,6765.0
"Navjeevan Vihar, Delhi, South Delhi","4 Bedroom House in Navjeevan Vihar, Delhi",₹7.5 Cr,"2,700 sqft",4 BHK,7.5,2700.0,4.0,27778.0
"Chattarpur Enclave Phase 2, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur Enclave Phase 2, Delhi",₹89.5 Lac,"1,143 sqft",3 BHK,0.895,1143.0,3.0,7830.0
"Chattarpur Enclave Phase 2, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur Enclave Phase 2, Delhi",₹89 Lac,"1,143 sqft",3 BHK,0.89,1143.0,3.0,7787.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹7.75 Cr,"2,000 sqft",3 BHK,7.75,2000.0,3.0,38750.0
"Block A Chattarpur Enclave, Delhi, South Delhi","3 BHK Builder Floor in Block A Chattarpur Enclave, Delhi",₹87 Lac,"1,150 sqft",3 BHK,0.87,1150.0,3.0,7565.0
"Block A Chattarpur Enclave, Delhi, South Delhi","3 BHK Builder Floor in Block A Chattarpur Enclave, Delhi",₹88 Lac,"1,150 sqft",3 BHK,0.88,1150.0,3.0,7652.0
"Block A Chattarpur Enclave, Delhi, South Delhi","3 BHK Builder Floor in Block A Chattarpur Enclave, Delhi",₹90 Lac,"1,132 sqft",3 BHK,0.9,1132.0,3.0,7951.0
"Block A Chattarpur Enclave, Delhi, South Delhi","3 BHK Builder Floor in Block A Chattarpur Enclave, Delhi",₹85 Lac,"1,200 sqft",3 BHK,0.85,1200.0,3.0,7083.0
"Hauz Khas, Delhi, South Delhi","3 BHK Builder Floor in Hauz Khas, Delhi",₹4.75 Cr,"1,800 sqft",3 BHK,4.75,1800.0,3.0,26389.0
"Hauz Khas, Delhi, South Delhi","3 BHK Builder Floor in Hauz Khas, Delhi",₹6.3 Cr,"1,800 sqft",3 BHK,6.3,1800.0,3.0,35000.0
Farm view,"3 BHK Flat in Shanti Kunj, Delhi",₹2.75 Cr,"2,000 sqft",3 BHK,2.75,2000.0,3.0,13750.0
"Safdarjung Development Area, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Development Area, Delhi",₹14.5 Cr,"5,400 sqft",4 BHK,14.5,5400.0,4.0,26852.0
"S Block Greater Kailash I, Delhi, South Delhi","3 BHK Builder Floor in S Block Greater Kailash I, Delhi",₹5.5 Cr,"1,800 sqft",3 BHK,5.5,1800.0,3.0,30556.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Triplex Builder Floor in Vasant Vihar, Delhi",₹16 Cr,"5,600 sqft",4 BHK,16.0,5600.0,4.0,28571.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.3 Cr,"1,530 sqft",4 BHK,1.3,1530.0,4.0,8497.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.28 Cr,"2,700 sqft",4 BHK,8.28,2700.0,4.0,30667.0
Aradhana Enclave,"4 BHK Builder Floor in Moti Bagh, Delhi",₹13 Cr,"3,330 sqft",4 BHK,13.0,3330.0,4.0,39039.0
220 Yards First Floor 3BHK Corner Brand New,"3 BHK Builder Floor in Safdarjung Development Area, Delhi",₹7.5 Cr,"1,980 sqft",3 BHK,7.5,1980.0,3.0,37879.0
800 Yards Ground Floor 4BHK Lawn,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹26 Cr,"7,200 sqft",4 BHK,26.0,7200.0,4.0,36111.0
400 Yards Basement & Ground Floor 4BHK,"4 BHK Duplex Builder Floor in Vasant Vihar, Delhi",₹14 Cr,400 sqft,4 BHK,14.0,400.0,4.0,350000.0
400 Yards First Floor 4BHK Brand New,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹13.75 Cr,"3,600 sqft",4 BHK,13.75,3600.0,4.0,38194.0
PT and DD Block RWA Kalkaji,"3 BHK Builder Floor in Kalkaji, Delhi",₹5.99 Cr,"7,740 sqft",3 BHK,5.99,7740.0,3.0,7739.0
E Block Greater Kailash 2,"4 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.5 Cr,"2,300 sqft",4 BHK,7.5,2300.0,4.0,32609.0
RWA Greater Kailash 1 S Block,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹7 Cr,"1,872 sqft",3 BHK,7.0,1872.0,3.0,37393.0
E Block RWA Greater Kailash 1 4.0,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.39 Cr,"1,900 sqft",3 BHK,6.39,1900.0,3.0,33632.0
"Block R Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Block R Greater Kailash 1, Delhi",₹8.15 Cr,"24,345 sqft",4 BHK,8.15,24345.0,4.0,3348.0
RWA East Of Kailash Block E 4.0,"3 BHK Builder Floor in East of Kailash, Delhi",₹6.25 Cr,"1,810 sqft",3 BHK,6.25,1810.0,3.0,34530.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Triplex Builder Floor in Greater Kailash 1, Delhi",₹12.5 Cr,"2,700 sqft",4 BHK,12.5,2700.0,4.0,46296.0
"Defence Colony, South Delhi","4 BHK Builder Floor in Defence Colony, South Delhi",₹13 Cr,"2,997 sqft",4 BHK,13.0,2997.0,4.0,43377.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹15.05 Cr,"2,925 sqft",3 BHK,15.05,2925.0,3.0,51453.0
"Defence Colony, South Delhi","4 BHK Builder Floor in Defence Colony, South Delhi",₹14 Cr,"2,925 sqft",4 BHK,14.0,2925.0,4.0,47863.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹13.5 Cr,"2,925 sqft",3 BHK,13.5,2925.0,3.0,46154.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹18 Cr,"2,925 sqft",3 BHK,18.0,2925.0,3.0,61538.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹13 Cr,"2,520 sqft",3 BHK,13.0,2520.0,3.0,51587.0
Floor/Triplex in ACE Luxury Residences,"4 BHK Builder Floor in SDA, Delhi",₹15.5 Cr,"4,000 sqft",4 BHK,15.5,4000.0,4.0,38750.0
ACE Luxury Residences,"4 BHK Builder Floor in Gulmohar park, Delhi",₹19 Cr,"2,800 sqft",4 BHK,19.0,2800.0,4.0,67857.0
Entire Terrace Rights,"4 BHK Builder Floor in Green Park, Delhi",₹7.25 Cr,"1,800 sqft",4 BHK,7.25,1800.0,4.0,40278.0
New Ceiling Height,"4 BHK Builder Floor in Soami Nagar, Delhi",₹9 Cr,"2,700 sqft",4 BHK,9.0,2700.0,4.0,33333.0
"Entire Terrace Rights,Park Facing","4 BHK Builder Floor in Vasant Vihar, Delhi",₹14 Cr,"3,600 sqft",4 BHK,14.0,3600.0,4.0,38889.0
"Triplex GF Basement,Pvt lift","4 BHK Triplex Builder Floor in Anand Niketan, Delhi",₹18 Cr,"5,000 sqft",4 BHK,18.0,5000.0,4.0,36000.0
"Entire Terrace Rights,Park Facing","4 BHK Builder Floor in Anand Niketan, Delhi",₹21 Cr,"3,600 sqft",4 BHK,21.0,3600.0,4.0,58333.0
Greater Kailash Enclave 1,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6 Cr,"1,800 sqft",3 BHK,6.0,1800.0,3.0,33333.0
Entire Terrace Rights,"4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹17 Cr,"4,500 sqft",4 BHK,17.0,4500.0,4.0,37778.0
"Green Park, Delhi, South Delhi","3 BHK Duplex Builder Floor in Green Park, Delhi",₹6.76 Cr,"3,198 sqft",3 BHK,6.76,3198.0,3.0,21138.0
Going Cheap,"4 BHK Builder Floor in Green Park Extension, Delhi",₹8.25 Cr,"2,700 sqft",4 BHK,8.25,2700.0,4.0,30556.0
"New Ceiling Height,Park View","4 BHK Builder Floor in Gulmohar park, Delhi",₹13 Cr,"2,700 sqft",4 BHK,13.0,2700.0,4.0,48148.0
"Corner 800yds SF,Stilt Parking","4 BHK Builder Floor in Vasant Vihar, Delhi",₹22 Cr,"7,200 sqft",4 BHK,22.0,7200.0,4.0,30556.0
North East Facing,"3 BHK Builder Floor in Vasant Vihar, Delhi",₹9.7 Cr,"2,340 sqft",3 BHK,9.7,2340.0,3.0,41453.0
Entire Terrace Rights,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹19 Cr,"3,600 sqft",4 BHK,19.0,3600.0,4.0,52778.0
"Best Wide Location,Private Lift","4 BHK Builder Floor in South Extension 2, Delhi",₹23.5 Cr,"9,000 sqft",4 BHK,23.5,9000.0,4.0,26111.0
New Ceiling Height,"4 BHK Builder Floor in Greater Kailash 2, Delhi",₹13.5 Cr,"4,950 sqft",4 BHK,13.5,4950.0,4.0,27273.0
"Shanti Kunj, Delhi, South Delhi","5 Bedroom House in Shanti Kunj, Delhi",₹25 Cr,"9,000 sqft",5 BHK,25.0,9000.0,5.0,27778.0
"Vasant Vihar, Delhi, South Delhi","3 BHK Builder Floor in Vasant Vihar, Delhi",₹9 Cr,"2,250 sqft",3 BHK,9.0,2250.0,3.0,40000.0
"Block K Hauz Khas Enclave, Delhi, South Delhi","4 BHK Builder Floor in Block K Hauz Khas Enclave, Delhi",₹14.5 Cr,"3,800 sqft",4 BHK,14.5,3800.0,4.0,38158.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹11.5 Cr,"2,200 sqft",4 BHK,11.5,2200.0,4.0,52273.0
"Block C3 Hauz Khas, Delhi, South Delhi","4 BHK Builder Floor in Block C3 Hauz Khas, Delhi",₹12.5 Cr,"3,600 sqft",4 BHK,12.5,3600.0,4.0,34722.0
"Chanakya Puri, Delhi, South Delhi","3 BHK Builder Floor in Chanakya Puri, Delhi",₹15 Cr,"3,375 sqft",3 BHK,15.0,3375.0,3.0,44444.0
DDA Flats Sarita Vihar 4.1,"3 BHK Flat in Sarita Vihar, Delhi",₹3.75 Cr,"1,600 sqft",3 BHK,3.75,1600.0,3.0,23438.0
RWA East Of Kailash Block E 4.0,"3 BHK Builder Floor in Block E East of Kailash, Delhi",₹3.7 Cr,"1,050 sqft",3 BHK,3.7,1050.0,3.0,35238.0
RWA East Of Kailash Block E 4.0,"3 BHK Builder Floor in Block E East of Kailash, Delhi",₹3.3 Cr,"1,050 sqft",3 BHK,3.3,1050.0,3.0,31429.0
"Chattarpur, Delhi, South Delhi","2 BHK Builder Floor in Chattarpur, Delhi",₹65 Lac,"1,500 sqft",2 BHK,0.65,1500.0,2.0,4333.0
"SDA, Delhi, South Delhi","3 BHK Builder Floor in SDA, Delhi",₹8 Cr,"2,250 sqft",3 BHK,8.0,2250.0,3.0,35556.0
"Block F, Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Block F, Vasant Vihar, Delhi",₹16 Cr,"3,600 sqft",4 BHK,16.0,3600.0,4.0,44444.0
"Block D Vasant Vihar, South Delhi","4 BHK Builder Floor in Block D Vasant Vihar, South Delhi",₹13 Cr,"3,600 sqft",4 BHK,13.0,3600.0,4.0,36111.0
"Chattarpur Enclave Phase 2, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur Enclave Phase 2, Delhi",₹90 Lac,"1,143 sqft",3 BHK,0.9,1143.0,3.0,7874.0
"Block A Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Block A Vasant Vihar, Delhi",₹17 Cr,"3,600 sqft",4 BHK,17.0,3600.0,4.0,47222.0
"Block A 2 Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Block A 2 Safdarjung Enclave, Delhi",₹16 Cr,"4,500 sqft",4 BHK,16.0,4500.0,4.0,35556.0
"Block A 2 Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Block A 2 Safdarjung Enclave, Delhi",₹12.5 Cr,"3,600 sqft",4 BHK,12.5,3600.0,4.0,34722.0
"Block B Chhatarpur Extension, Delhi, South Delhi","1 BHK Builder Floor in Block B Chhatarpur Extension, Delhi",₹23 Lac,"4,050 sqft",1 BHK,0.23,4050.0,1.0,568.0
"Block B 7 Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Block B 7 Safdarjung Enclave, Delhi",₹11 Cr,"2,700 sqft",4 BHK,11.0,2700.0,4.0,40741.0
Harcharan Bagh Vasant Kunj,"3 BHK Flat in Vasant Kunj, Delhi",₹3.25 Cr,"1,620 sqft",3 BHK,3.25,1620.0,3.0,20062.0
"Jangpura Extension, Delhi, South Delhi","3 BHK Builder Floor in Jangpura Extension, Delhi",₹6.5 Cr,"1,800 sqft",3 BHK,6.5,1800.0,3.0,36111.0
"Kalkaji, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji, Delhi",₹4.5 Cr,"1,800 sqft",3 BHK,4.5,1800.0,3.0,25000.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.25 Cr,"1,530 sqft",4 BHK,1.25,1530.0,4.0,8170.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹75 Lac,990 sqft,3 BHK,0.75,990.0,3.0,7576.0
"Kalkaji, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji, Delhi",₹4.99 Cr,"1,800 sqft",3 BHK,4.99,1800.0,3.0,27722.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹16 Cr,"4,500 sqft",4 BHK,16.0,4500.0,4.0,35556.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹6.5 Cr,"2,250 sqft",3 BHK,6.5,2250.0,3.0,28889.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹3.9 Cr,"1,125 sqft",3 BHK,3.9,1125.0,3.0,34667.0
"Kalkaji, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji, Delhi",₹5 Cr,"1,800 sqft",3 BHK,5.0,1800.0,3.0,27778.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹9.5 Cr,"2,628 sqft",4 BHK,9.5,2628.0,4.0,36149.0
"Kailash Colony, Delhi, South Delhi","4 BHK Builder Floor in Kailash Colony, Delhi",₹14 Cr,"4,500 sqft",4 BHK,14.0,4500.0,4.0,31111.0
"Jangpura Extension, Delhi, South Delhi","4 BHK Builder Floor in Jangpura Extension, Delhi",₹7.26 Cr,"2,250 sqft",4 BHK,7.26,2250.0,4.0,32267.0
"Defence Colony, South Delhi","4 BHK Builder Floor in Defence Colony, South Delhi",₹17 Cr,"2,925 sqft",4 BHK,17.0,2925.0,4.0,58120.0
"Green Park, Delhi, South Delhi","3 BHK Builder Floor in Green Park, Delhi",₹5.75 Cr,"1,800 sqft",3 BHK,5.75,1800.0,3.0,31944.0
"Defence Colony, South Delhi","4 BHK Builder Floor in Defence Colony, South Delhi",₹14 Cr,"2,403 sqft",4 BHK,14.0,2403.0,4.0,58261.0
"Safdarjung Enclave, Delhi, South Delhi","3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7.5 Cr,"2,070 sqft",3 BHK,7.5,2070.0,3.0,36232.0
"Jonapur, Delhi, South Delhi","2 BHK Builder Floor in Jonapur, Delhi",₹52 Lac,855 sqft,2 BHK,0.52,855.0,2.0,6082.0
CORNER GROUND FLOOR,"3 BHK Flat in Sector C Vasant Kunj, Delhi",₹4.28 Cr,"2,000 sqft",3 BHK,4.28,2000.0,3.0,21400.0
SUPER LUXURIOUS 4BHK DDA FLAT,"4 BHK Flat in Sector B Vasant Kunj, Delhi",₹5.35 Cr,"2,200 sqft",4 BHK,5.35,2200.0,4.0,24318.0
brand new 4bhk gound floor,"4 BHK Flat in Sector D Vasant Kunj, Delhi",₹5.4 Cr,"2,000 sqft",4 BHK,5.4,2000.0,4.0,27000.0
CORNER GROUND FLOOR 4BHK,"4 BHK Flat in Sector B Vasant Kunj, Delhi",₹6.18 Cr,"2,400 sqft",4 BHK,6.18,2400.0,4.0,25750.0
LUXURIOUS BRAND NEW 4BHK CORNER C-1,"4 BHK Flat in Sector C Vasant Kunj, Delhi",₹6.25 Cr,"2,000 sqft",4 BHK,6.25,2000.0,4.0,31250.0
BRAND NEW 4BHK GROUND FLOOR,"4 BHK Flat in Sector D Vasant Kunj, Delhi",₹5.45 Cr,"2,000 sqft",4 BHK,5.45,2000.0,4.0,27250.0
VASANT KUNJ DDA FLATS,"3 BHK Flat in Sector C Vasant Kunj, Delhi",₹5.18 Cr,"1,600 sqft",3 BHK,5.18,1600.0,3.0,32375.0
VASANT VILLAS,"4 BHK Flat in Sector C Vasant Kunj, Delhi",₹10.5 Cr,"2,000 sqft",4 BHK,10.5,2000.0,4.0,52500.0
LUXURIOUS CORNER 4BHK,"4 BHK Flat in Sector C Vasant Kunj, Delhi",₹6.23 Cr,"2,400 sqft",4 BHK,6.23,2400.0,4.0,25958.0
BRAND NEW 4BHK FIRST FLOOR,"4 BHK Flat in Sector C Vasant Kunj, Delhi",₹5.48 Cr,"2,000 sqft",4 BHK,5.48,2000.0,4.0,27400.0
CORNER 2BHK SECOND FLOOR,"2 BHK Flat in Sector D Vasant Kunj, Delhi",₹3.46 Cr,"1,500 sqft",2 BHK,3.46,1500.0,2.0,23067.0
CORNER TOP FLOOR LIMITED EDDITION D-1,"3 BHK Flat in Sector D Vasant Kunj, Delhi",₹5.01 Cr,"1,600 sqft",3 BHK,5.01,1600.0,3.0,31312.0
CORNER TOP FLOOR LIMITED EDITION B-11,"3 BHK Flat in Sector B Vasant Kunj, Delhi",₹5.48 Cr,"2,000 sqft",3 BHK,5.48,2000.0,3.0,27400.0
"Block I Jangpura, Delhi, South Delhi","3 BHK Builder Floor in Block I Jangpura, Delhi",₹7.5 Cr,"23,294 sqft",3 BHK,7.5,23294.0,3.0,3220.0
NEW HEIGHT BRAND NEW,"4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹7.25 Cr,"2,160 sqft",4 BHK,7.25,2160.0,4.0,33565.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹72 Lac,"1,350 sqft",3 BHK,0.72,1350.0,3.0,5333.0
"Saket, Delhi, South Delhi","4 BHK Builder Floor in Saket, Delhi",₹9.5 Cr,"3,600 sqft",4 BHK,9.5,3600.0,4.0,26389.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas Enclave, Delhi",₹21 Cr,"6,120 sqft",4 BHK,21.0,6120.0,4.0,34314.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas Enclave, Delhi",₹21 Cr,"5,400 sqft",4 BHK,21.0,5400.0,4.0,38889.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas Enclave, Delhi",₹24 Cr,"5,850 sqft",4 BHK,24.0,5850.0,4.0,41026.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹9.5 Cr,"3,150 sqft",4 BHK,9.5,3150.0,4.0,30159.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹23.5 Cr,"5,400 sqft",4 BHK,23.5,5400.0,4.0,43519.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹16.5 Cr,"3,600 sqft",4 BHK,16.5,3600.0,4.0,45833.0
BASEMENT GROUND,"4 BHK Builder Floor in Panchsheel Park, Delhi",₹15 Cr,"4,500 sqft",4 BHK,15.0,4500.0,4.0,33333.0
THIRD FLOOR/TERRACE,"4 BHK Builder Floor in Anand Niketan, Delhi",₹10 Cr,"2,448 sqft",4 BHK,10.0,2448.0,4.0,40850.0
"Panchsheel Enclave, Delhi, South Delhi","4 BHK Builder Floor in Panchsheel Enclave, Delhi",₹8.5 Cr,"21,060 sqft",4 BHK,8.5,21060.0,4.0,4036.0
